,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLK US Equity,IYZ US Equity,XLB US Equity,XLU US Equity,USRT US Equity,AGG US Equity,LQD US Equity,HYG US Equity,TIP US Equity,EMB US Equity,GLD US Equity,DBC US Equity,DBA US Equity
8/2/10,#N/A N/A,32.11,27.29,55.72,12.2452,29.11,30.89,22.38,20.74,32.87,31,32.2256,107.41,109.63,88.48,106.37,107.69,115.54,23.33,25.99
8/3/10,#N/A N/A,31.62,27.05,55.7,12.1072,29.35,30.73,22.26,20.545,32.27,30.85,31.83,107.48,109.9,88.48,106.93,108.38,115.99,23.41,25.77
8/4/10,#N/A N/A,32.15,27.15,56.13,12.1559,29.64,31,22.44,20.62,32.57,30.98,32.05,107.29,109.56,88.43,106.57,108.64,116.72,23.61,26.35
8/5/10,#N/A N/A,32.25,27.03,56.31,12.1072,29.65,31.02,22.34,20.67,32.64,30.93,31.66,107.42,109.76,88.39,106.96,108.8,116.98,23.5,26.14
8/6/10,#N/A N/A,32.03,27.09,55.64,12.0016,29.71,30.85,22.28,20.48,32.49,30.99,31.53,107.63,110.39,88.37,107.06,109.36,117.84,23.29,25.68
8/9/10,#N/A N/A,32.34,27.23,55.87,12.0666,29.79,31.01,22.43,20.63,32.69,31.1,31.957,107.63,110.75,88.21,107.01,109.79,117.4,23.37,25.85
8/10/10,#N/A N/A,32.06,27.29,55.41,11.961,29.86,30.8,22.2,20.52,32.34,31.28,31.78,107.81,110.61,88.18,107.67,109.88,117.73,23.12,25.72
8/11/10,#N/A N/A,31.22,26.84,53.76,11.5388,29.09,29.65,21.67,19.99,31.25,30.65,30.92,107.91,110.6,87.03,107.66,109.75,117.34,22.6,25.49
8/12/10,#N/A N/A,31.1,26.81,53.44,11.4576,29.21,29.44,21.37,20.1,31.45,30.59,30.735,107.74,110.21,86.73,106.95,109.65,118.77,22.43,25.95
8/13/10,#N/A N/A,30.75,26.8,53.35,11.4251,29.1,29.4,21.27,20.03,31.3,30.7,30.61,107.99,110.64,87.11,107.23,109.75,118.74,22.41,25.97
8/16/10,#N/A N/A,30.74,26.77,53.34,11.3926,28.95,29.34,21.31,20.11,31.44,30.7,30.456,108.35,111.86,87.22,107.58,109.928,119.73,22.34,25.94
8/17/10,#N/A N/A,31.24,27.03,54.23,11.4819,29.35,29.85,21.54,20.39,32.18,31,31.2828,108.22,111.68,87.55,107.34,110.6,119.75,22.66,26.08
8/18/10,#N/A N/A,31.53,27.05,53.71,11.5306,29.31,29.96,21.66,20.49,32.3,30.83,31.2616,108.1,111.78,87.7,107.28,110.94,120.22,22.57,26.08
8/19/10,#N/A N/A,30.92,26.73,52.84,11.2627,28.77,29.32,21.4,20.14,31.56,30.39,30.52,108.45,111.9,87.52,107.29,111.35,120.39,22.34,26.17
8/20/10,#N/A N/A,30.9,26.73,52.19,11.2302,28.67,29.17,21.35,20.06,31.49,30.47,30.512,108.3,112.1,87.73,107.16,111.57,119.97,22.2,26.22
8/23/10,#N/A N/A,30.62,26.79,52.21,11.1571,28.8,28.85,21.16,19.92,31.14,30.67,30.3701,108.41,112.34,87.73,107.16,111.7,119.78,22.05,26.38
8/24/10,#N/A N/A,30.1,26.66,51.4,10.9704,28.18,28.26,20.87,19.8,30.42,30.7225,30.22,108.84,112.6,87.27,107.52,111.35,120.36,21.8,25.86
8/25/10,#N/A N/A,30.41,26.72,51.24,11.0028,28.46,28.21,21,19.95,30.51,30.7,30.62,108.59,112.81,87.154,107.52,111,121.36,21.91,25.63
8/26/10,#N/A N/A,30.2,26.52,50.78,10.9135,28.28,28.17,20.79,19.92,30.47,30.56,30.5385,108.73,112.91,87.03,108.1,110.46,120.96,22.16,25.87
8/27/10,#N/A N/A,30.69,26.69,52.1,11.149,28.57,28.74,21.04,20.11,31.38,31.14,30.93,108.13,111.89,87.02,107.46,110.14,121.01,22.54,26.11
8/30/10,#N/A N/A,30.15,26.46,51.34,10.9135,28.21,28.3,20.76,19.84,30.91,30.67,30.66,108.86,112.62,87.176,107.94,109.99,120.91,22.5,26.17
8/31/10,#N/A N/A,30.19,26.48,51.2,11.0065,28.1,28.19,20.69,20.03,31.04,30.81,29.88,108.94,113,87.15,108.24,109.99,122.08,22.2,25.98
9/1/10,#N/A N/A,31.23,26.95,53.11,11.4344,28.75,29.31,21.22,20.51,31.97,31.48,31.92,108.41,111.73,87.46,107.75,110.21,121.69,22.64,26.3
9/2/10,#N/A N/A,31.81,27.12,53.55,11.5469,28.9,29.68,21.41,20.62,32.35,31.48,32.26,108.27,111.59,87.6,107.55,110.13,122.29,22.8,26.5
9/3/10,#N/A N/A,32.28,27.29,54.2,11.7897,29.17,30.13,21.73,20.82,32.73,31.62,32.64,108.02,110.75,87.86,107.38,110.245,121.86,22.92,26.96
9/6/10,#N/A N/A,32.28,27.29,54.2,11.7897,29.17,30.13,21.73,20.82,32.73,31.62,32.64,108.02,110.75,87.86,107.38,110.245,121.86,22.92,26.96
9/7/10,#N/A N/A,31.76,27.18,53.39,11.5185,29,29.85,21.55,20.7,32.41,31.46,32.27,108.33,111.57,87.73,107.98,109.76,122.7,23.04,26.88
9/8/10,#N/A N/A,31.99,27.3,53.85,11.6362,29.16,30.16,21.67,20.81,32.66,31.31,32.21,108.25,111.35,87.75,107.66,108.8,122.71,23.09,26.84
9/9/10,#N/A N/A,32.02,27.39,53.96,11.7824,29.47,30.13,21.73,20.98,32.55,31.62,31.94,107.73,110.77,88.1,107.42,109.07,121.56,22.96,27.04
9/10/10,#N/A N/A,32.29,27.52,54.52,11.7986,29.77,30.4,21.74,21.02,32.82,31.44,32.077,107.5,110.85,88.33,107.53,108.88,121.73,23.2,26.94
9/13/10,#N/A N/A,32.68,27.55,54.96,12.0503,29.84,30.7,22.13,21.21,33.35,31.55,32.55,107.74,111,88.785,108.26,109.3,121.62,23.37,27.21
9/14/10,#N/A N/A,32.71,27.6,54.77,11.9448,29.94,30.61,22.22,21.12,33.29,31.51,32.59,108.13,111.52,88.77,108.15,109.16,124.024,23.44,27.55
9/15/10,#N/A N/A,32.77,27.79,54.66,11.9854,30.22,30.61,22.36,21.28,33.23,31.33,32.77,107.93,111.34,88.69,107.92,109.58,123.94,23.4,27.39
9/16/10,#N/A N/A,32.77,27.82,54.41,11.9488,30.1,30.57,22.49,21.13,33.39,31.22,32.56,107.75,110.99,88.84,107.7,109.55,124.63,23.28,27.5
9/17/10,#N/A N/A,32.75,27.55,53.89,11.864,29.94,30.6975,22.53,21.33,32.7325,30.85,32.71,107.89,111.35,89,107.39,109.5,124.5425,23.36,27.76
9/20/10,#N/A N/A,33.38,27.85,54.8,12.0869,30.34,31.16,22.86,21.67,32.94,31.26,33.14,107.93,111.49,89.14,107.81,109.48,124.87,23.55,27.56
9/21/10,#N/A N/A,33.24,27.8,54.84,11.9773,30.3625,31.22,22.82,21.71,32.79,31.1,32.88,108.39,112.34,88.99,109.19,109.61,126.01,23.3,27.46
9/22/10,#N/A N/A,33.02,27.85,54.44,11.782,30.41,31.06,22.71,21.59,32.87,31.32,32.58,108.42,112.27,88.63,109.34,109.95,126.2,23.44,27.51
9/23/10,#N/A N/A,32.85,27.67,54.1,11.555,30.25,30.6,22.68,21.36,32.56,30.96,31.77,108.54,112.35,88.4,109.26,110.04,126.3,23.46,27.35
9/24/10,#N/A N/A,33.7,28.04,55.27,11.8595,30.66,31.44,23.12,21.71,33.36,31.46,32.27,108.14,112.1,88.75,108.715,110.06,126.69,23.82,27.9
9/27/10,#N/A N/A,33.48,27.88,55.06,11.7296,30.43,31.24,23.13,21.83,33.17,31.52,31.99,108.51,112.68,88.9,109.03,110.65,126.72,23.66,28
9/28/10,#N/A N/A,33.74,28.06,55.45,11.758,30.68,31.41,23.16,21.88,33.17,31.54,32.094,108.77,112.88,89.03,109.79,110.83,127.85,23.66,27.87
9/29/10,#N/A N/A,33.5,27.98,56.04,11.6687,30.57,31.4,23.11,21.81,32.91,31.48,31.82,108.69,112.77,89.24,109.3,111.02,127.95,23.97,27.6
9/30/10,#N/A N/A,33.41,27.88,56.06,11.648,30.49,31.28,23.02,21.79,32.78,31.38,31.8785,108.65,113.09,89.69,109.06,111.31,127.91,24.11,27.48
10/1/10,#N/A N/A,33.45,27.93,56.81,11.7743,30.49,31.31,23.03,21.92,33.21,31.55,32.07,108.26,112.11,89.22,109.22,111,128.91,24.16,26.65
10/4/10,#N/A N/A,33.38,27.8475,56.1,11.6931,30.19,30.98,22.84,21.81,32.68,31.49,32.2825,108.44,112.29,88.91,109.39,110.96,128.46,24.08,26.39
10/5/10,#N/A N/A,34.08,28.11,57.42,11.961,30.75,31.81,23.29,22.22,33.6,31.84,32.77,108.44,112.52,89.23,110.09,111.72,130.99,24.57,26.96
10/6/10,#N/A N/A,33.85,28.23,57.93,11.9529,30.63,32,23.18,22.05,33.92,31.69,32.62,108.55,113.25,89.15,111.06,112.01,131.81,24.58,26.79
10/7/10,#N/A N/A,34.01,28.13,57.64,11.9042,30.69,31.93,23.18,21.89,33.58,31.75,32.6916,108.6,113.22,89.33,110.81,112.07,130.37,24.33,27.02
10/8/10,#N/A N/A,34.36,28.19,58.36,11.9367,30.77,32.195,23.31,21.87,34.24,31.85,32.76,108.82,113.11,89.63,111.54,112.47,131.66,25.14,28.71
10/11/10,#N/A N/A,34.37,28.22,58.52,11.9204,30.79,32.11,23.35,21.87,34.18,31.86,32.75,108.76,113.21,89.82,111.54,112.93,132.292,25.02,28.3
10/12/10,#N/A N/A,34.45,28.29,58.43,12.0544,30.86,32.09,23.49,21.92,34.27,31.73,32.99,108.65,113.04,89.74,111.2,113.12,131.96,25.14,28.86
10/13/10,#N/A N/A,34.5,28.53,59.14,12.0658,31.08,32.62,23.68,22.03,34.82,31.85,33.29,108.64,112.98,90.04,111.87,113.6,134.07,25.26,28.69
10/14/10,#N/A N/A,34.46,28.54,59.05,11.8514,31.02,32.43,23.69,21.93,34.49,31.8,33.1184,108.24,112.07,89.61,112.22,113.01,134.75,25.22,28.8
10/15/10,#N/A N/A,34.71,28.61,59.21,11.6484,31.15,32.23,24.09,21.9,34.59,31.895,33.196,108.02,111.36,89.84,111.5,113.06,133.68,24.94,28.52
10/18/10,#N/A N/A,34.76,28.71,59.37,11.9123,31.44,32.21,24.25,21.93,34.74,31.9,33.496,108.4,112.13,89.72,111.75,112.41,134.28,25.19,28.6
10/19/10,#N/A N/A,34.13,28.36,58.19,11.7462,30.85,31.78,23.82,21.62,33.85,31.96,33.22,108.49,112.14,89.71,111.81,112.23,130.11,24.45,28.4
10/20/10,#N/A N/A,34.57,28.61,58.94,11.8636,31.14,32.23,24.02,21.93,34.55,32.22,33.9,108.62,112.34,89.99,111.78,112.17,131.32,25.03,29.17
10/21/10,#N/A N/A,34.77,28.71,58.91,11.8599,31.22,32.49,24.04,21.865,34.54,32.08,33.85,108.45,112.04,89.85,111.78,112.2,129.47,24.72,29.1
10/22/10,#N/A N/A,34.96,28.81,59.3,11.8567,31.23,32.48,24.11,21.93,34.29,31.87,33.78,108.5,112.18,90.26,111.81,112.4,129.73,24.925,29.13
10/25/10,#N/A N/A,35.18,28.88,59.46,11.8149,31.4,32.59,24.18,22.035,35.03,31.8,33.964,108.51,112.58,90.61,112.15,113.08,130.85,25.06,29.42
10/26/10,#N/A N/A,35.33,28.72,59.58,11.8311,31.31,32.44,24.24,22.06,34.82,31.72,33.628,108.26,111.98,90.75,111.54,112.92,130.88,25.19,29.58
10/27/10,#N/A N/A,35.11,28.57,59.33,11.8392,31.12,32.2,24.31,21.87,34.5,31.59,33.23,108.05,111.69,90.65,110.85,112.55,129.52,25.11,29.53
10/28/10,#N/A N/A,35.27,28.67,59.2,11.8352,31.3,32.13,24.31,21.99,34.52,31.67,33.06,108.32,112.14,90.7,111.25,112.65,131.24,25.24,29.54
10/29/10,#N/A N/A,35.26,28.77,59.24,11.8222,31.17,32.18,24.35,22.06,34.8,31.72,33.21,108.55,112.36,90.74,111.62,113.015,132.62,25.18,29.7
11/1/10,#N/A N/A,35.19,28.65,59.31,11.823,31.17,32.18,24.37,22.04,34.78,31.41,33.3801,108.23,111.89,89.97,111.54,112.63,131.92,25.34,29.47
11/2/10,#N/A N/A,35.59,28.82,59.9625,11.8514,31.47,32.49,24.61,22.26,35.14,31.78,33.666,108.42,112.41,90.41,111.81,112.98,132.49,25.57,29.71
11/3/10,#N/A N/A,35.77,28.91,60.09,11.9691,31.49,32.54,24.75,22.35,35.04,31.72,33.57,108.4,112.04,90.71,111.61,113.55,131.57,25.69,29.73
11/4/10,#N/A N/A,36.33,29.26,62,12.3678,31.641,33.23,25.12,22.61,36.19,32.06,34.37,108.92,113.1,91.89,111.88,114.13,136.03,26.3,30.4
11/5/10,#N/A N/A,36.51,29.11,62.31,12.6512,31.45,33.43,25.1,22.535,36.32,32.05,34.68,108.62,112.74,91.79,111.5,113.67,136.38,26.41,30.33
11/8/10,#N/A N/A,36.45,29.06,62.5,12.5534,31.37,33.29,25.12,22.51,36.41,31.87,34.55,108.57,112.8,91.52,111.65,113.1,137.78,26.48,30.71
11/9/10,#N/A N/A,36.12,28.91,62.38,12.3183,31.24,32.99,25.05,22.395,35.77,31.76,33.21,108.04,111.96,91.26,110.64,112.09,135.59,26.3,30.88
11/10/10,#N/A N/A,36.44,28.82,63.1825,12.4563,31.23,32.98,25.07,22.535,35.95,31.62,33.5599,107.95,111.72,90.51,110.91,111.95,137.24,26.58,30.83
11/11/10,#N/A N/A,36.39,28.85,63.88,12.3345,31.32,32.795,24.685,22.5,36.32,31.6,33.388,107.94,111.23,90.15,110.92,111.72,137.66,26.36,30.13
11/12/10,#N/A N/A,36.01,28.71,62.94,12.1315,30.93,32.41,24.34,22.24,35.51,31.34,33.0722,107.51,110.45,89.82,110.014,110.82,133.69,25.26,28.87
11/15/10,#N/A N/A,35.94,28.72,62.62,12.1843,30.94,32.51,24.27,22.18,35.23,31.445,32.852,106.92,109.24,89.65,108.63,109.82,132.42,25.3,29.22
11/16/10,#N/A N/A,35.45,28.4,61.45,11.9813,30.49,31.985,23.83,21.81,34.47,31.08,31.69,107.18,109.82,88.66,108.83,109.07,130.968,24.55,28.28
11/17/10,#N/A N/A,35.76,28.41,61.7,11.9005,30.54,32.01,23.84,21.85,34.46,31.065,31.97,107.21,109.82,89.11,108.85,109.81,130.38,24.36,28.5
11/18/10,#N/A N/A,36.07,28.79,63.06,12.0666,30.97,32.66,24.24,22.21,35.11,31.25,32.2,107.18,109.9,90.24,109.03,110.21,132.088,25.02,29.54
11/19/10,#N/A N/A,36.24,28.81,63.59,12.0621,30.9975,32.76,24.31,22.3,35.39,31.13,32.43,107.3,110.28,90.21,109.34,109.56,132.2,24.66,28.99
11/22/10,#N/A N/A,36.41,28.81,63.392,11.8879,31.01,32.69,24.45,22.25,35.48,31.22,32.46,107.56,110.89,89.58,109.72,110.06,133.48,24.74,29.01
11/23/10,#N/A N/A,35.87,28.47,62.152,11.7012,30.56,32.24,24.09,21.945,34.8,30.88,32.2,107.67,110.95,88.35,109.76,109.06,134.41,24.675,29.12
11/24/10,#N/A N/A,36.61,28.69,63.2725,11.8798,30.845,32.97,24.49,22.2,35.47,31.065,32.809,107.15,110.04,88.88,109.18,108.77,134.18,25.14,29.38
11/25/10,#N/A N/A,36.61,28.69,63.2725,11.8798,30.845,32.97,24.49,22.2,35.47,31.065,32.809,107.15,110.04,88.88,109.18,108.77,134.18,25.14,29.38
11/26/10,#N/A N/A,36.31,28.5,62.51,11.7093,30.58,32.7,24.25,22.19,34.87,30.86,32.73,107.37,110.18,88.56,109.5,108.5,133.11,25.26,29.04
11/29/10,#N/A N/A,36.23,28.45,62.93,11.8067,30.55,32.69,24.19,22.02,35.17,30.8,32.75,107.44,110.29,88.79,109.62,108.2,133.508,25.31,29.26
11/30/10,#N/A N/A,36.15,28.32,62.71,11.7418,30.27,32.61,23.95,21.83,35.19,30.76,32.61,107.37,110.12,88.99,109.48,107.6,135.42,25.07,29.09
12/1/10,#N/A N/A,36.92,28.78,64.57,11.9793,30.85,33.45,24.46,22.24,36.15,31.12,32.85,106.26,109.45,89.22,108.59,107.58,135.38,25.81,29.72
12/2/10,#N/A N/A,37.4,28.8,65.53,12.2858,31.09,33.97,24.75,22.48,36.7,31.21,33.34,106.05,109.21,89.27,108.55,108.28,135.2,26.03,29.82
12/3/10,#N/A N/A,37.42,28.81,65.82,12.3268,31.09,34.04,24.805,22.59,37.01,31.275,33.33,106.26,108.9,89.42,108.54,108.91,138.07,26.36,30.36
12/6/10,#N/A N/A,37.46,28.74,66.04,12.3061,30.89,34.0175,24.81,22.645,37.07,31.19,33.33,106.65,109.66,89.368,108.97,109.35,139.11,26.33,30.47
12/7/10,#N/A N/A,37.48,28.9,65.79,12.3264,30.91,34.11,24.84,22.69,37.12,30.98,33.41,105.82,108.64,89.83,107.89,108.86,136.5,26.15,30.1
12/8/10,#N/A N/A,37.38,29.01,65.48,12.5254,30.94,33.99,25.05,22.68,36.73,30.87,32.9,105.31,107.94,89.54,106.835,107.75,134.79,26.35,30.36
12/9/10,#N/A N/A,37.43,29.09,65.63,12.6797,30.99,34.09,25.07,22.91,36.93,31,32.583,105.5,108.2,89.35,106.71,108.08,135.37,26.28,30.29
12/10/10,#N/A N/A,37.56,29.14,65.9,12.7929,31.29,34.395,25.185,23,37.25,31.12,32.86,105.3,107.7,89.39,106.19,107.78,135.408,26.24,30.15
12/13/10,#N/A N/A,37.38,29.14,66.46,12.7848,31.34,34.42,25.14,22.99,37.45,31.265,32.94,105.37,108.1,88.94,106.83,107.29,136.05,26.5,30.71
12/14/10,#N/A N/A,37.37,29.28,66.15,12.6715,31.655,34.58,25.18,23.23,37.42,31.35,32.49,104.782,107.44,89.38,105.81,107.29,136.18,26.43,30.54
12/15/10,#N/A N/A,37.25,29.31,65.79,12.57,31.56,34.44,25.08,23.12,37.22,31.08,32.2,104.6,106.77,89.03,106.14,106.52,134.7,26.36,30.6
12/16/10,#N/A N/A,37.52,29.5675,66.16,12.5863,31.78,34.82,25.12,23.17,37.57,31.3575,32.27,104.8,107.29,89.36,106.61,105.78,133.81,26.27,30.69
12/17/10,#N/A N/A,37.36,29.36,65.89,12.6106,31.67,34.54,25.08,23.08,37.56,31.15,32.52,105.37,108.27,89.49,107.33,105.97,134.2,26.47,31.17
12/20/10,#N/A N/A,37.58,29.33,66.32,12.6188,31.66,34.53,25.1,23.3,37.68,31.19,32.96,105.44,108.2,89.65,107.32,106.51,135.11,26.71,31.33
12/21/10,#N/A N/A,37.74,29.26,66.99,12.838,31.58,34.81,25.25,23.435,38.06,31.2,33.3,105.64,108.43,89.84,107.5,107.07,135.32,26.88,31.53
12/22/10,#N/A N/A,37.79,29.3875,67.22,12.9801,31.6675,34.89,25.22,23.22,38.04,31.34,33.47,105.5175,108.34,90.09,107.42,107.24,135.05,27.0175,31.87
12/23/10,#N/A N/A,37.63,29.4,67.41,12.8867,31.65,34.82,25.21,23.19,38.14,31.36,33.04,105.32,108.39,90.18,107.02,107.34,134.66,27.12,32.05
12/24/10,#N/A N/A,37.63,29.4,67.41,12.8867,31.65,34.82,25.21,23.19,38.14,31.36,33.04,105.32,108.39,90.18,107.02,107.34,134.66,27.12,32.05
12/27/10,#N/A N/A,37.52,29.26,67.17,13.0004,31.59,34.88,25.26,23.32,38.2,31.38,33.43,105.62,108.6,90.25,107.25,107.31,135.02,27.07,32.11
12/28/10,#N/A N/A,37.44,29.34,67.42,13.002,31.61,34.86,25.23,23.25,38.28,31.49,33.53,104.66,107.31,89.73,106.19,106.71,137.22,27.36,32.33
12/29/10,#N/A N/A,37.56,29.35,68.09,12.976,31.62,34.89,25.28,23.34,38.44,31.38,33.67,105.4,108.12,90.03,106.88,106.53,137.71,27.37,32.29
12/30/10,#N/A N/A,37.49,29.3,68.15,12.9354,31.51,34.83,25.22,23.33,38.44,31.33,33.73,105.32,108.17,90.13,106.78,106.61,137.03,27.04,31.85
12/31/10,#N/A N/A,37.41,29.31,68.25,12.9517,31.5,34.87,25.19,23.37,38.41,31.34,33.72,105.75,108.44,90.29,107.52,107.08,138.72,27.55,32.35
1/3/11,#N/A N/A,37.85,29.35,68.76,13.2359,31.7875,35.12,25.47,23.69,38.72,31.4925,34.25,105.63,108.86,90.36,107.07,107.53,138,27.67,32.3
1/4/11,#N/A N/A,37.64,29.27,68.17,13.2156,31.89,35.07,25.57,23.72,38.46,31.635,33.57,105.66,109,90.77,107.34,108.19,134.75,27.3,31.65
1/5/11,#N/A N/A,37.95,29.28,68.44,13.3739,31.96,35.25,25.72,23.94,38.55,31.44,33.8,105.15,108.2,91,106.93,107.57,134.37,27.59,31.95
1/6/11,#N/A N/A,37.72,29.18,67.79,13.2862,32.09,35.19,25.87,23.57,38.35,31.47,33.668,105.17,108.365,91.11,107.24,106.74,133.83,27.22,31.57
1/7/11,#N/A N/A,37.7,29.0325,68.28,13.1669,32.07,35.26,25.75,23.39,38.315,31.5825,33.61,105.51,108.91,90.76,107.58,106.96,133.58,27.12,31.63
1/10/11,#N/A N/A,37.67,29.0525,68.01,13.134,31.98,35.31,25.7725,23.32,38.36,31.41,33.6,105.79,109.1,90.69,107.89,106.69,134.12,27.44,32
1/11/11,#N/A N/A,37.66,29.03,69.14,13.1872,32.14,35.44,25.73,23.13,38.67,31.455,33.54,105.58,109.05,91.04,107.93,106.98,134.91,27.745,32.18
1/12/11,#N/A N/A,37.75,29.27,70.09,13.4088,32.31,35.73,25.96,23.24,39.05,31.62,33.59,105.57,108.98,91.23,107.9,107.49,135.46,27.9275,32.7
1/13/11,#N/A N/A,37.69,29.33,69.895,13.3622,32.14,35.765,25.94,23.32,38.7125,31.5925,33.73,105.95,109.45,91.21,108.23,107.7,134.05,27.89,32.82
1/14/11,#N/A N/A,37.92,29.33,70.65,13.5769,32.18,35.91,26.17,23.2,38.8,31.74,33.9064,105.73,108.93,91.36,107.76,107.84,132.69,28.0225,32.7
1/17/11,#N/A N/A,37.92,29.33,70.65,13.5769,32.18,35.91,26.17,23.2,38.8,31.74,33.9064,105.73,108.93,91.36,107.76,107.84,132.69,28.0225,32.7
1/18/11,#N/A N/A,38.03,29.3475,71.09,13.4957,32.3,36.17,26.1975,23.06,39.0125,31.815,34.25,105.66,108.87,91.35,107.78,107.64,133.43,27.99,32.9625
1/19/11,#N/A N/A,37.65,29.29,70.23,13.1953,32.08,35.79,26.01,22.76,38.11,31.74,33.84,105.68,108.79,91.07,107.82,107.3,133.72,27.96,32.88
1/20/11,#N/A N/A,37.73,29.44,69.73,13.2602,32.16,35.61,25.87,22.7,37.57,31.98,33.89,105.28,108.32,90.89,106.8,106.92,131.2,27.68,33.16
1/21/11,#N/A N/A,37.82,29.49,70.1,13.367,32.1875,35.9,25.72,22.73,37.4775,31.95,34.01,105.61,108.48,91.26,107,106.81,131.03,27.96,33.49
1/24/11,#N/A N/A,37.97,29.54,70.36,13.3524,32.15,36.24,26.08,22.94,37.88,32.13,34.1794,105.55,108.53,91.39,106.93,107.11,130.36,27.72,33.5
1/25/11,#N/A N/A,37.99,29.635,70.1575,13.3252,32.15,36.195,26.2,23.09,37.9275,32.0825,34.63,105.88,109.07,91.53,107.35,107.03,130.1,27.3675,33.34
1/26/11,#N/A N/A,38.05,29.56,71.84,13.313,32.11,36.41,26.35,23.42,38.73,31.96,34.6701,105.53,108.46,91.72,107.17,107.01,131.16,27.98,33.98
1/27/11,#N/A N/A,38.35,29.26,71.42,13.4295,32.19,36.545,26.44,23.39,38.41,32.08,35.21,105.71,108.64,91.84,107.1,106.64,127.925,27.74,33.93
1/28/11,#N/A N/A,37.1,28.98,71.11,13.1953,31.61,35.83,25.83,22.95,37.81,31.65,34.62,105.86,108.78,91.29,107.51,105.85,130.28,28.09,33.92
1/31/11,#N/A N/A,37.18,28.88,73.15,13.3171,31.68,36.24,25.99,23,38.44,31.72,35.11,105.66,108.48,91.78,107.54,105.97,129.87,28.53,34.29
2/1/11,#N/A N/A,37.62,29.09,74.34,13.5932,32.25,36.75,26.43,23.33,39.47,32.04,35.2,105.12,107.91,91.37,107.28,106,130.8,28.74,34.51
2/2/11,#N/A N/A,37.51,28.98,74.28,13.4876,32.14,36.635,26.4775,23.24,39.405,31.865,35.11,105,107.7,91.47,106.99,106.14,130.45,29.02,34.9
2/3/11,#N/A N/A,37.95,29.13,74.32,13.4917,32.1825,36.65,26.52,23.35,39.57,31.995,35.28,104.61,107.4375,91.47,106.43,105.87,132.2,28.83,34.37
2/4/11,#N/A N/A,38.21,29.3,74.13,13.4856,32.33,36.78,26.69,23.44,39.575,31.8,34.97,104.26,107.11,91.87,105.83,105.23,131.66,28.67,34.32
2/7/11,#N/A N/A,38.412,29.34,74.56,13.6825,32.28,37.125,26.8225,23.5,39.7875,32.005,35.3,104.3,107.23,92.04,105.81,104.86,131.68,28.59,34.41
2/8/11,#N/A N/A,38.87,29.48,74.3075,13.7799,32.3725,37.375,26.9325,23.58,39.915,32.0025,35.47,104,106.84,92.14,105.26,105.19,133.14,28.78,34.39
2/9/11,#N/A N/A,39.13,29.53,73.37,13.6833,32.3,37.37,26.88,23.54,39.56,32,35.51,104.19,107.53,91.62,105.56,104.69,133.07,28.92,34.74
2/10/11,#N/A N/A,39.18,29.42,74.12,13.6825,32.31,37.57,26.76,23.74,39.63,32.06,35.6601,103.89,107,91.72,104.91,104.43,132.85,28.75,34.96
2/11/11,#N/A N/A,39.58,29.58,74.11,13.8701,32.38,37.85,26.9025,23.98,39.85,32,35.927,104.3,107.59,91.95,105.45,104.58,132.3225,28.65,34.83
2/14/11,#N/A N/A,39.42,29.45,75.74,13.8774,32.49,37.81,26.94,23.9,40.28,31.77,35.92,104.35,107.66,92.02,105.53,104.33,132.95,28.79,34.84
2/15/11,#N/A N/A,39.47,29.44,74.95,13.8591,32.42,37.67,26.84,23.82,39.82,31.87,35.77,104.48,107.9,91.84,105.66,104.3,133.97,28.42,34.41
2/16/11,#N/A N/A,39.79,29.52,75.95,13.9342,32.59,37.85,26.9875,23.78,40.335,31.8,35.84,104.48,107.77,91.87,105.51,104.51,134.1,28.63,34.63
2/17/11,#N/A N/A,39.8,29.72,76.7,13.918,32.73,37.94,27.04,23.72,40.7,31.86,35.9,104.73,107.97,92.08,105.91,105.15,135.04,28.72,35.24
2/18/11,#N/A N/A,40.01,29.8,77.02,13.9492,32.81,38.045,27,23.63,40.25,31.91,35.9301,104.69,108.13,92.36,106.46,105.44,135.41,28.69,34.91
2/21/11,#N/A N/A,40.01,29.8,77.02,13.9492,32.81,38.045,27,23.63,40.25,31.91,35.9301,104.69,108.13,92.36,106.46,105.44,135.41,28.69,34.91
2/22/11,#N/A N/A,39.05,29.59,76.27,13.5221,32.31,36.9375,26.34,23.09,38.96,31.77,35.64,105.07,108.43,91.6,107.3,104.8,136.29,28.65,34.18
2/23/11,#N/A N/A,38.48,29.52,77.82,13.4632,32,36.29,26.03,22.69,38.67,31.7,35.37,105.15,108.3,91.69,107.69,104.69,137.51,29.29,34.28
2/24/11,#N/A N/A,38.71,29.4,76.72,13.4308,32.11,36.5,26.12,22.79,38.47,31.5775,35.19,105.17,108.42,91.76,108.08,104.8,136.48,29.03,34.01
2/25/11,#N/A N/A,39.1125,29.55,77.94,13.6183,32.31,36.83,26.45,23.12,39.04,31.755,35.87,105.45,108.93,92.04,108.44,105.37,137.384,29.67,34.71
2/28/11,#N/A N/A,39.41,29.72,78.54,13.6825,32.669,37.01,26.56,23.3,39.46,32.11,36.67,105.65,109.22,92.5,108.15,105.45,137.661,29.72,34.97
3/1/11,#N/A N/A,38.66,29.49,77.07,13.3902,32.4125,36.225,26.05,22.8,38.49,31.785,35.62,105.28,108.79,91.78,108.5,105.05,140.03,30.1675,34.6225
